Timestamp,Time_s,X,Y,Z,Acceleration_Magnitude,Step,Minute,,,,
07:55.1,37.3936,-1.7460001,2.5969501,12.211051,12.60565082,1,1,,,,
07:55.2,37.5033,2.7180002,4.1730003,8.65905,9.989024151,0,1,,,,
07:55.3,37.6125,-0.43305001,3.1810501,7.3939505,8.060838421,0,1,,,,
07:55.5,37.7394,-0.63195002,4.8990002,8.9419508,10.21557869,0,1,,,,
07:55.6,37.8492,-1.8610501,5.3970003,11.55,12.88385112,1,1,,,,
07:55.7,37.9779,-1.28295,2.8650002,9.5910006,10.09165395,0,1,,,,
07:55.8,38.1032,1.7070001,3.5359502,11.65305,12.29676248,1,1,,,,
07:55.9,38.2132,0.96900004,4.26405,6.0079503,7.430783962,0,1,,,,
07:56.1,38.3386,1.6330501,4.5630002,7.3110003,8.771462184,0,1,,,,
07:56.2,38.4485,0.84195006,5.4499502,6.4600501,8.493708518,0,1,,,,
07:56.3,38.5601,1.2709501,4.4820004,12.228001,13.08539836,1,1,,,,
07:56.4,38.6694,1.4440501,2.5710001,7.6840506,8.230428654,0,1,,,,
07:56.5,38.7827,1.1179501,3.7200003,7.7580004,8.676104245,0,1,,,,
07:56.6,38.9043,0.37995002,5.5669503,8.9749508,10.56811428,0,1,,,,
07:56.7,39.0244,1.5079501,3.6559501,16.741951,17.20269769,1,1,,,,
07:56.9,39.1349,1.4269501,3.9769502,7.3630505,8.489218583,0,1,,,,
07:57.0,39.2442,0.094050005,2.5680001,8.8459501,9.211639544,0,1,,,,
07:57.1,39.3563,4.15905,3.9769502,8.8650007,10.56891987,0,1,,,,
07:57.2,39.4678,3.381,1.4140501,9.2700005,9.968129612,0,1,,,,
07:57.3,39.578,1.4989501,1.9480501,8.9869509,9.317029413,0,1,,,,
07:57.4,39.6892,1.17795,2.9419501,10.944,11.39358471,0,1,,,,
07:57.5,39.7996,0.67695004,2.52795,10.668,10.98430774,0,1,,,,
07:57.6,39.9333,-0.76800001,3.2509501,9.2149506,9.80172511,0,1,,,,
07:57.8,40.046,-1.4800501,4.7670002,11.277,12.33229777,1,1,,,,
07:57.9,40.1551,-1.6210501,3.3559501,10.134001,10.79760069,0,1,,,,
07:58.0,40.2669,0.80895007,4.4050503,7.6870503,8.896606694,0,1,,,,
07:58.1,40.3775,-0.31605002,4.3500004,7.7130003,8.860742899,0,1,,,,
07:58.2,40.4879,0.28200001,4.7209501,8.6110506,9.824310983,0,1,,,,
07:58.3,40.6121,0.79905003,5.0230503,11.37195,12.45755843,1,1,,,,
07:58.4,40.7233,0.19005001,3.0349503,11.719951,12.10802601,0,1,,,,
07:58.6,40.8629,2.0710502,3.4710002,5.2720504,6.643162405,0,1,,,,
07:58.7,40.9735,0.096000001,4.4290504,8.1870003,9.308741986,0,1,,,,
07:58.8,41.1095,-1.9039501,5.4829502,9.30795,10.96930727,0,1,,,,
07:58.9,41.2178,-0.13905001,5.0950503,12.594001,13.58630684,1,1,,,,
07:59.1,41.3484,1.0000501,4.8340502,9.0060005,10.27016001,0,1,,,,
07:59.2,41.4794,-0.072000004,3.4740002,7.2120004,8.005423859,0,1,,,,
07:59.3,41.5913,1.7479501,3.9529502,8.1919508,9.262246096,0,1,,,,
07:59.4,41.701,0.91905004,3.9379501,9.5710506,10.39024127,0,1,,,,
07:59.5,41.8243,1.1350501,1.89495,12.261001,12.45838351,1,1,,,,
07:59.6,41.9333,2.7510002,3.8190002,8.625,9.825649578,0,1,,,,
07:59.8,42.0433,0.55005002,4.13205,8.18505,9.185392519,0,1,,,,
07:59.9,42.1534,-0.98205006,5.4850502,7.7730002,9.563980872,0,1,,,,
08:00.0,42.2903,-1.0390501,5.9290504,11.953951,13.38395339,1,1,,,,
08:00.1,42.3998,-1.4820001,4.8390002,7.8690004,9.355929378,0,1,,,,
08:00.2,42.5107,0.28200001,2.9560502,8.1150007,8.641237941,0,1,,,,
08:00.3,42.622,1.22595,3.9550502,7.7389503,8.777056866,0,1,,,,
08:00.5,42.7448,0.93300003,3.8830502,11.434951,12.11225298,1,1,,,,
08:00.6,42.8641,0.18195,2.7910502,10.35,10.72126704,0,1,,,,
08:00.7,42.9834,3.0940502,3.7710001,9.2239504,10.43431116,0,1,,,,
08:00.8,43.1009,-0.067050003,4.02105,8.0620508,9.0094396,0,1,,,,
08:00.9,43.2183,-0.58605003,5.5570502,7.9879503,9.748415849,0,1,,,,
08:01.0,43.3291,0.73695004,6.7140002,9.6030006,11.74046484,0,1,,,,
08:01.2,43.44,-1.4250001,2.9869502,7.4520001,8.153821329,0,1,,,,
08:01.3,43.5517,2.2290001,2.9560502,10.70205,11.32433435,0,1,,,,
08:01.4,43.662,0.55695003,4.2469501,7.7130003,8.822536603,0,1,,,,
08:01.5,43.7815,0.18195,3.9840002,8.7880507,9.650657931,0,1,,,,
08:01.6,43.8906,1.2499501,5.7820501,7.7680502,9.764071001,0,1,,,,
08:01.8,44.0388,1.1509501,2.5830002,7.7610002,8.260127134,0,1,,,,
08:01.9,44.1484,1.5850501,3.1240501,9.5089502,10.13371633,0,1,,,,
08:02.0,44.2588,1.0510501,2.2399502,10.07205,10.37151264,0,1,,,,
08:02.1,44.4002,-0.46395001,2.66205,10.819051,11.15139562,0,1,,,,
08:02.2,44.514,0.15105,3.7780502,10.786051,11.42958335,0,1,,,,
08:02.4,44.6529,0.99300003,3.6510003,10.168051,10.84919874,0,1,,,,
08:02.5,44.7705,1.2229501,3.9019501,9.1519508,10.02392263,0,1,,,,
08:02.6,44.8819,0.70305002,3.9259503,8.6659508,9.539710077,0,1,,,,
08:02.7,44.994,0.40905002,3.4540501,9.3319502,9.959070165,0,1,,,,
08:02.8,45.1043,1.1659501,2.6830502,10.371,10.77570596,0,1,,,,
08:02.9,45.2154,0.23595001,2.22105,9.6889505,9.943062773,0,1,,,,
08:03.0,45.327,-0.82800007,2.0400002,9.7920008,10.03645678,0,1,,,,
08:03.2,45.4567,-2.3080502,1.0020001,12.382951,12.63600314,1,1,,,,
08:03.3,45.5682,-0.89100003,3.1570501,9.6070509,10.15166358,0,1,,,,
08:03.4,45.6792,-0.23205002,2.07495,10.507951,10.7133701,0,1,,,,
08:03.5,45.7896,0.40395001,2.5780501,10.00695,10.34159399,0,1,,,,
08:03.6,45.8983,0.50700003,1.1170501,10.90305,10.97184348,0,1,,,,
08:03.7,46.009,-0.036000002,2.42205,8.1559505,8.508063867,0,1,,,,
08:03.8,46.1196,-0.14295001,3.2130001,8.7619505,9.333572784,0,1,,,,
08:03.9,46.232,-1.9780501,3.3300002,9.0400505,9.834840953,0,1,,,,
08:04.1,46.3424,-3.5350502,2.1990001,8.0359507,9.050341707,0,1,,,,
08:04.2,46.4528,-1.5919501,1.7320501,9.2340002,9.528959144,0,1,,,,
08:04.3,46.5812,0.90705001,2.0509501,7.2550502,7.593740148,0,1,,,,
08:04.4,46.6972,1.0530001,2.7379501,10.177051,10.59139023,0,1,,,,
08:04.5,46.8097,2.0710502,4.3429503,7.5090003,8.91827067,0,1,,,,
08:04.6,46.9205,-0.36600003,1.8790501,10.951051,11.11711758,0,1,,,,
08:04.7,47.0304,1.39995,4.3330503,6.9919505,8.344013225,0,1,,,,
08:04.9,47.1425,-2.32305,3.4980001,8.9580002,9.893347946,0,1,,,,
08:05.0,47.2781,-2.7559502,4.3770003,11.35305,12.47578204,1,1,,,,
08:05.1,47.4083,-2.7850502,2.4990001,10.824,11.45253169,0,1,,,,
08:05.2,47.5216,1.3909501,2.664,10.68795,11.10242827,0,1,,,,
08:05.3,47.632,0.40395001,4.12995,8.1019506,9.102816385,0,1,,,,
08:05.5,47.742,1.3740001,3.5809503,10.306951,10.99746881,0,1,,,,
08:05.6,47.8504,0.94800007,3.7009501,9.6550503,10.38343547,0,1,,,,
08:05.7,47.9608,2.0400002,3.7510502,7.0159502,8.213131901,0,1,,,,
08:05.8,48.1182,-0.34695002,3.1930501,8.5300503,9.114696999,0,1,,,,
08:06.0,48.2387,0.070050001,4.9249501,8.3980503,9.735876403,0,1,,,,
08:06.1,48.3484,-0.24195001,5.4400501,7.8370504,9.543167392,0,1,,,,
08:06.2,48.4595,-1.4080501,2.7480001,8.5540504,9.094277755,0,1,,,,
08:06.3,48.5709,0.71295005,1.4910001,9.9240007,10.06067438,0,1,,,,
08:06.4,48.6811,2.9160001,1.8829501,10.519951,11.07781236,0,1,,,,
08:06.5,48.7926,2.6770501,2.3980501,8.0880003,8.850592657,0,1,,,,
08:06.6,48.9185,1.5970501,0.66900003,11.611951,11.74033799,0,1,,,,
08:06.8,49.0503,1.33095,1.1839501,13.153951,13.27401946,1,1,,,,
08:06.9,49.1786,0.96495003,2.2429502,9.7219505,10.02388526,0,1,,,,
08:07.0,49.2908,1.9420501,2.5369501,8.0899506,8.697986842,0,1,,,,
08:07.1,49.4002,0.63900006,3.2460001,9.8130007,10.3556661,0,1,,,,
08:07.2,49.511,-0.90495002,4.4560504,8.6539507,9.775795744,0,1,,,,
08:07.3,49.6215,-1.0129501,3.6460502,9.2670002,10.00984729,0,1,,,,
08:07.4,49.7328,-0.73695004,3.9889503,8.3260508,9.26163818,0,1,,,,
08:07.6,49.8546,0.16995001,4.8289504,7.2670503,8.726835912,0,1,,,,
08:07.7,49.9763,1.3429501,4.7290502,10.51305,11.60567323,0,1,,,,
08:07.8,50.0858,1.7050501,3.8590503,10.666051,11.47013989,0,1,,,,
08:07.9,50.1994,2.3320501,3.45,6.4770002,7.700161639,0,1,,,,
08:08.0,50.3093,0.31500003,2.0680501,8.8290005,9.073439594,0,1,,,,
08:08.1,50.418,0.49695003,4.0960503,8.4580507,9.410802784,0,1,,,,
08:08.2,50.5291,-1.37205,4.67805,10.893001,11.9341587,0,1,,,,
08:08.4,50.6387,-0.37995002,3.3510001,12.502951,12.94980106,1,1,,,,
08:08.5,50.7463,-1.0650001,3.9210002,6.6019502,7.752045809,0,1,,,,
08:08.6,50.8547,0.13005,2.9179502,7.0660505,7.645941148,0,1,,,,
08:08.7,50.9735,1.06305,4.5130501,8.7450008,9.898117776,0,1,,,,
08:08.8,51.1049,2.4780002,5.1720004,10.59195,12.04489427,0,1,,,,
08:08.9,51.2166,1.455,2.4319501,14.236951,14.51627294,1,1,,,,
08:09.0,51.3288,2.1910501,2.8219502,8.7280502,9.430957733,0,1,,,,
08:09.2,51.4388,0.44505003,3.6820502,5.8710003,6.944365178,0,1,,,,
08:09.3,51.5675,-0.87900007,4.7670002,8.2470007,9.56608345,0,1,,,,
08:09.4,51.6841,-2.7109501,4.4770503,8.4870005,9.971078543,0,1,,,,
08:09.5,51.8134,-0.69900006,4.2760501,5.9929504,7.395178161,0,1,,,,
08:09.6,51.9245,0.78000003,3.3900001,7.5280504,8.292891145,0,1,,,,
08:09.8,52.0356,1.4460001,3.7540503,8.9580002,9.819856289,0,1,,,,
08:09.9,52.1467,2.7370501,5.1139503,10.09395,11.64181075,0,1,,,,
08:10.0,52.2571,1.0510501,3.0540001,15.291,15.62838136,1,1,,,,
08:10.1,52.3781,1.7170501,3.8190002,8.1250505,9.140539875,0,1,,,,
08:10.2,52.4885,0.058050003,4.1539502,6.3840003,7.616700854,0,1,,,,
08:10.3,52.6134,-0.78495002,5.2579503,8.4529505,9.985717803,0,1,,,,
08:10.4,52.7338,-2.45895,5.5879502,7.5859504,9.737467125,0,1,,,,
08:10.6,52.8753,-1.4940001,4.7719502,5.5090504,7.439971863,0,1,,,,
08:10.7,53.0078,1.6950001,4.3909502,6.9490504,8.39301915,0,1,,,,
08:10.9,53.1471,0.46200001,5.2480502,8.1389999,9.695297535,0,1,,,,
08:11.0,53.2576,0.588,7.3699503,4.2760501,8.540873251,0,1,,,,
08:11.1,53.3742,-0.11700001,5.1979504,4.98,7.199498411,0,1,,,,
08:11.2,53.4845,-0.95100003,4.4080501,9.7219505,10.71688519,0,1,,,,
08:11.3,53.6068,-2.8620002,3.9499502,7.6939502,9.109885916,0,1,,,,
08:11.4,53.7181,-3.3220501,3.3400502,7.9159503,9.211635108,0,1,,,,
08:11.6,53.8519,-1.2360001,4.4560504,10.696951,11.65370508,0,1,,,,
08:11.7,53.9756,0.01905,3.7540503,9.9570007,10.64119916,0,1,,,,
08:11.8,54.0878,0.50895,4.7020502,9.3439503,10.4727128,0,1,,,,
08:11.9,54.1989,-1.0510501,6.0580502,7.5979505,9.774125554,0,1,,,,
08:12.0,54.3112,0.18495001,5.6839504,7.6290002,9.515416055,0,1,,,,
08:12.1,54.4212,0.079050004,3.7320001,8.6830502,9.451424994,0,1,,,,
08:12.2,54.5305,0.53595001,4.3069501,9.1950006,10.16784626,0,1,,,,
08:12.4,54.6409,0.16305001,4.91505,7.6390505,9.085119391,0,1,,,,
08:12.5,54.7526,-1.07505,6.0460501,8.5750504,10.54712964,0,1,,,,
08:12.6,54.8751,-2.6920502,4.8390002,11.157001,12.45559025,1,1,,,,
08:12.7,54.9911,-1.9369501,4.7449503,5.3869505,7.435426331,0,1,,,,
08:12.8,55.1025,0.036000002,3.9979501,7.8109503,8.774727665,0,1,,,,
08:12.9,55.2122,2.5429502,5.6719503,10.314,12.04226772,1,1,,,,
08:13.0,55.3219,1.8769501,5.9479504,7.4640002,9.726888229,0,1,,,,
08:13.2,55.4428,-0.37305,3.3400502,8.316,8.969445782,0,1,,,,
08:13.3,55.5653,0.64095002,3.1429501,9.2479506,9.78843923,0,1,,,,
08:13.4,55.6879,-0.78000003,4.1779504,7.9399505,9.005913809,0,1,,,,
08:13.5,55.8043,-3.1870501,5.1259503,9.1620007,10.9715501,0,1,,,,
08:13.6,55.9259,-0.99405003,4.4389501,14.272951,14.98030519,1,1,,,,
08:13.8,56.0522,-1.1329501,4.1539502,8.0500507,9.129194623,0,1,,,,
08:13.9,56.162,0.22005001,3.4830003,5.7420001,6.719395676,0,1,,,,
08:14.0,56.273,0.65595001,4.4220004,8.9560509,10.00975553,0,1,,,,
08:14.1,56.3831,1.45305,4.8720002,8.9029503,10.2523297,0,1,,,,
08:14.2,56.5111,-0.89295006,2.1040502,10.917001,11.15371229,0,1,,,,
08:14.4,56.6409,0.99600005,3.7080002,7.3920002,8.329642762,0,1,,,,
08:14.5,56.7525,-0.088050008,4.6470003,7.9549503,9.213229557,0,1,,,,
08:14.6,56.8968,-0.89295006,6.1939502,9.9040508,11.71548553,0,1,,,,
08:14.7,57.0213,0.79005003,3.9450002,13.609051,14.19131688,1,1,,,,
08:14.9,57.1383,0.71805006,4.7689505,8.6520004,9.90533168,0,1,,,,
08:15.0,57.2513,-0.39195001,4.3380003,4.5589504,6.305228002,0,1,,,,
08:15.1,57.3622,0.53805,5.2339501,8.6689501,10.1407311,0,1,,,,
08:15.2,57.4744,-0.16305001,6.0000005,6.2640004,8.675499543,0,1,,,,
08:15.3,57.585,-2.35605,3.6319501,11.50395,12.29157837,1,1,,,,
08:15.4,57.6961,1.245,4.1779504,7.2670503,8.474391695,0,1,,,,
08:15.5,57.8063,0.76095003,4.9030504,5.9740505,7.765837209,0,1,,,,
08:15.6,57.917,-0.96000004,5.7030001,8.0950508,9.948651048,0,1,,,,
08:15.7,58.0294,0.23205002,5.0059505,13.21695,14.13510364,1,1,,,,
08:15.9,58.1713,0.91905004,4.70505,7.5640502,8.955277992,0,1,,,,
08:16.0,58.289,0.80400002,3.8419502,8.2590008,9.144292842,0,1,,,,
08:16.1,58.3991,1.4220001,3.6630001,9.3340502,10.12739587,0,1,,,,
08:16.2,58.5105,3.0460501,3.9889503,8.0359507,9.47452634,0,1,,,,
08:16.3,58.6201,1.4220001,4.5610504,10.198951,11.26249824,0,1,,,,
08:16.4,58.7293,-0.28500003,3.6100502,10.615951,11.21659944,0,1,,,,
08:16.6,58.8385,-0.60600001,4.7449503,8.4220505,9.685696877,0,1,,,,
08:16.7,58.9695,-0.74205005,6.0000005,9.8400002,11.5488635,0,1,,,,
08:16.8,59.0803,-1.8559501,5.3269501,6.1440001,8.340844404,0,1,,,,
08:16.9,59.1917,-0.47205001,5.7750001,8.8890009,10.61073958,0,1,,,,
08:17.0,59.3007,-1.1850001,6.1800003,8.6010008,10.65710297,0,1,,,,
08:17.1,59.4108,-0.41895002,6.5269504,8.1389999,10.44126046,0,1,,,,
08:17.2,59.5221,0.46605003,6.6300001,7.0690503,9.702864325,0,1,,,,
08:17.4,59.6477,-2.289,2.6760001,8.4070501,9.114767628,0,1,,,,
08:17.5,59.7582,1.848,4.9660501,7.5430503,9.218154122,0,1,,,,
08:17.6,59.911,-0.48795003,5.9569502,6.5989504,8.903341917,0,1,,,,
08:17.7,60.0217,-0.74700004,7.2529502,9.5910006,12.04784579,1,2,,,,
08:17.8,60.1321,-0.30405003,5.0400004,10.87005,11.98549279,0,2,,,,
08:18.0,60.2431,2.5090501,4.4410501,7.9740005,9.465883074,0,2,,,,
08:18.1,60.3548,-0.013950001,4.7479501,5.3149505,7.126845275,0,2,,,,
08:18.2,60.4663,0.20805001,5.0260501,10.180051,11.35508268,0,2,,,,
08:18.3,60.5773,-0.14595,5.184,9.4999504,10.82331811,0,2,,,,
08:18.4,60.6914,-0.51900005,3.1810501,11.293051,11.74399598,0,2,,,,
08:18.5,60.8034,1.02705,4.8049502,7.4640002,8.936088468,0,2,,,,
08:18.6,60.9323,0.40905002,5.7990003,8.3740501,10.1941376,0,2,,,,
08:18.8,61.0568,-3.1009502,6.4099503,7.9120502,10.64443016,0,2,,,,
08:18.9,61.1666,-0.53100002,6.2370005,13.320001,14.71749173,1,2,,,,
08:19.0,61.2765,0.62700003,7.0849504,7.6459503,10.44271072,0,2,,,,
08:19.1,61.4033,-1.1560501,4.9630504,4.19205,6.59860624,0,2,,,,
08:19.3,61.5358,-0.40005001,5.7370501,7.8330002,9.717493298,0,2,,,,
08:19.4,61.6496,-0.15495001,7.2000003,5.9239502,9.325084439,0,2,,,,
08:19.5,61.7602,-1.7959501,3.4540501,8.9320507,9.743583969,0,2,,,,
08:19.6,61.8928,1.2709501,4.7290502,5.6100001,7.446565052,0,2,,,,
08:19.7,62.0018,0.13005,6.3259501,7.2580504,9.628803315,0,2,,,,
08:19.8,62.1128,-2.5380001,7.8210006,8.6970005,11.96859693,0,2,,,,
08:20.0,62.2488,-0.36900002,6.9060001,11.04405,13.03073439,1,2,,,,
08:20.1,62.3737,1.09095,6.2260504,10.000051,11.8302534,0,2,,,,
08:20.2,62.4849,-1.0530001,5.3059502,5.3010001,7.573804777,0,2,,,,
08:20.3,62.5981,0.84195006,5.9070001,8.1439505,10.09581398,0,2,,,,
08:20.4,62.71,-0.31095001,7.1839504,6.4240503,9.642315879,0,2,,,,
08:20.6,62.8378,-0.24405001,3.7350001,10.25895,10.92043228,0,2,,,,
08:20.7,62.9669,0.73200005,5.3869505,9.61905,11.04903537,0,2,,,,
08:20.8,63.08,-0.80205005,4.8199501,7.7730002,9.181216442,0,2,,,,
08:20.9,63.189,0.73200005,4.3170004,8.4240007,9.494003598,0,2,,,,
08:21.0,63.2986,0.59100002,3.0619502,10.43805,10.89392986,0,2,,,,
08:21.1,63.4095,1.75995,3.4590001,11.542951,12.17792361,1,2,,,,
08:21.2,63.5296,1.6020001,4.4320502,9.8010006,10.87515913,0,2,,,,
08:21.4,63.6392,1.1590501,5.2360501,9.2580004,10.69907422,0,2,,,,
08:21.5,63.7603,0.10605001,5.2080002,7.9140005,9.47448767,0,2,,,,
08:21.6,63.9014,1.1389501,4.5559502,12.040951,12.92433327,1,2,,,,
08:21.7,64.0328,2.89995,4.6090503,6.9799504,8.85283922,0,2,,,,
08:21.9,64.151,1.2180001,4.8889503,6.1939502,7.984383405,0,2,,,,
08:22.0,64.2604,-0.45195001,7.2289505,8.0790005,10.85044853,0,2,,,,
08:22.1,64.3717,-0.50295001,8.3620501,9.8920507,12.96261963,1,2,,,,
08:22.2,64.4841,-1.1010001,5.4499502,11.55195,12.82036299,0,2,,,,
08:22.3,64.6021,1.7020501,4.87995,8.8309507,10.23213452,0,2,,,,
08:22.5,64.7353,1.09605,5.0830503,6.2809501,8.15408242,0,2,,,,
08:22.6,64.8486,1.743,5.9959502,8.80305,10.79273631,0,2,,,,
08:22.7,64.9592,2.66505,7.0729504,8.8120508,11.60953738,0,2,,,,
08:22.8,65.0792,1.5870001,5.3800502,6.8550005,8.85745682,0,2,,,,
08:22.9,65.1884,-0.028050002,5.3149505,6.1420503,8.122454525,0,2,,,,
08:23.0,65.2996,-0.36900002,7.4419503,6.8479505,10.11994127,0,2,,,,
08:23.1,65.4122,-1.4610001,6.9700503,10.065001,12.32965399,0,2,,,,
08:23.2,65.5244,-0.58200002,4.22295,12.238951,12.96009075,1,2,,,,
08:23.4,65.6348,3.1920002,4.98,9.1039505,10.85684945,0,2,,,,
08:23.5,65.7465,0.79005003,5.0760002,5.3509502,7.417723716,0,2,,,,
08:23.6,65.8549,1.10595,5.7030001,7.6819506,9.631183757,0,2,,,,
08:23.7,65.9664,1.9459502,7.0060501,5.6599503,9.214472181,0,2,,,,
08:23.8,66.0775,-0.12405001,3.3079503,10.996051,11.48351258,0,2,,,,
08:23.9,66.1879,2.3370001,4.362,7.1599503,8.703648762,0,2,,,,
08:24.0,66.2996,0.53295004,4.6570501,8.5390501,9.741022944,0,2,,,,
08:24.1,66.4091,-1.2240001,5.5930505,8.1270008,9.941254053,0,2,,,,
08:24.2,66.5193,-1.33605,6.0649505,9.3250504,11.20380378,0,2,,,,
08:24.4,66.6534,-1.674,4.8600001,6.0940504,7.972410379,0,2,,,,
08:24.5,66.7663,-1.1590501,3.5290501,6.1780505,7.208737734,0,2,,,,
08:24.6,66.8803,0.648,4.70895,9.1549501,10.3153878,0,2,,,,
08:24.7,67.0135,0.83805007,5.5410004,9.1860008,10.76046579,0,2,,,,
08:24.8,67.124,-0.52200001,3.5599501,13.734,14.19748163,1,2,,,,
08:24.9,67.2344,4.6600504,5.3680501,6.8050504,9.840769409,0,2,,,,
08:25.1,67.3595,0.52395004,3.4860001,7.3800001,8.178699274,0,2,,,,
08:25.2,67.4724,-0.32100001,4.1440501,9.7060509,10.55858022,0,2,,,,
08:25.3,67.5848,-0.71295005,4.3330503,10.89795,11.74942283,0,2,,,,
08:25.4,67.6941,0.65805006,4.4170504,8.5510502,9.646959295,0,2,,,,
08:25.5,67.8034,-0.17205001,2.9250002,8.65695,9.139365989,0,2,,,,
08:25.6,67.9134,2.6790001,4.36905,8.5369501,9.957166085,0,2,,,,
08:25.7,68.0223,2.9260502,3.5239501,7.9860005,9.206312946,0,2,,,,
08:25.8,68.1327,3.1579502,4.3720503,9.7150507,11.11169129,0,2,,,,
08:26.0,68.2599,2.8129501,4.23,9.3630009,10.65229431,0,2,,,,
08:26.1,68.3723,2.32005,3.9769502,8.4510002,9.623833398,0,2,,,,
08:26.2,68.4961,2.0659502,4.5490503,8.49405,9.854485997,0,2,,,,
08:26.3,68.6055,1.3120501,5.5170002,9.9310503,11.43610627,0,2,,,,
08:26.5,68.738,1.3600501,4.8049502,9.033,10.32145202,0,2,,,,
08:26.6,68.8496,-0.43305001,4.1659503,9.10005,10.01766361,0,2,,,,
08:26.7,68.9605,-0.62505001,4.9920001,7.1839504,8.770398843,0,2,,,,
08:26.8,69.0735,0.58395004,5.7850504,8.2639503,10.10448813,0,2,,,,
08:26.9,69.1838,1.1539501,6.4050002,7.8370504,10.1870009,0,2,,,,
08:27.0,69.3155,1.45095,4.08705,6.5110502,7.823235156,0,2,,,,
08:27.1,69.4328,1.7070001,3.8620503,8.3860502,9.389095793,0,2,,,,
08:27.3,69.5449,0.86205006,4.50105,7.2409501,8.569360522,0,2,,,,
08:27.4,69.6551,0.072000004,5.8300505,8.7450008,10.51045726,0,2,,,,
08:27.5,69.7756,-0.82395005,5.8639503,8.18505,10.10246754,0,2,,,,
08:27.6,69.8869,-0.40905002,4.257,6.8890505,8.108537951,0,2,,,,
08:27.7,69.9976,0.36600003,3.4140003,9.1279507,9.752376021,0,2,,,,
08:27.8,70.1116,0.84705001,4.2259502,7.5139503,8.662309041,0,2,,,,
08:28.0,70.2521,1.1509501,4.3480501,11.02005,11.90259332,0,2,,,,
08:28.1,70.385,1.1200501,2.66205,13.312051,13.6217372,1,2,,,,
08:28.2,70.4952,2.3149502,2.9590502,7.6990504,8.56681677,0,2,,,,
08:28.3,70.6051,-0.21000001,3.0619502,6.3259501,7.031165174,0,2,,,,
08:28.4,70.7172,0.48105001,3.9169502,9.9430504,10.69757726,0,2,,,,
08:28.5,70.829,-1.75995,4.7980504,10.28295,11.48293396,0,2,,,,
08:28.7,70.9475,-0.19800001,2.592,10.222951,10.54828873,0,2,,,,
08:28.8,71.0614,-0.85005003,2.0680501,10.61295,10.84592661,0,2,,,,
08:28.9,71.173,0.082050003,3.3040502,6.9970503,7.738358536,0,2,,,,
08:29.0,71.3136,1.3789501,4.1869502,8.7379503,9.786921416,0,2,,,,
08:29.1,71.4314,0.28905001,2.6689501,11.478001,11.78776279,0,2,,,,
08:29.3,71.5408,0.28005001,2.8579502,5.7349501,6.413732143,0,2,,,,
08:29.4,71.6609,-0.031050002,2.6020501,9.71805,10.06042368,0,2,,,,
08:29.5,71.7738,0.29895002,3.7609501,9.0250502,9.781904103,0,2,,,,
08:29.6,71.8878,-1.0200001,4.46805,9.8160009,10.83317796,0,2,,,,
08:29.7,72.0045,-0.77100003,3.7560003,10.491,11.1697386,0,2,,,,
08:29.8,72.1342,0.22200002,3.6720002,6.5110502,7.478411876,0,2,,,,
08:30.0,72.2538,1.45095,3.1740003,8.7979507,9.46485448,0,2,,,,
08:30.1,72.3644,1.2540001,4.2690001,8.7430506,9.810087252,0,2,,,,
08:30.2,72.4776,1.1370001,4.8580503,9.3510008,10.59880361,0,2,,,,
08:30.3,72.5974,2.7510002,3.6820502,13.765051,14.51213716,1,2,,,,
08:30.4,72.7094,0.82095003,3.3919501,8.0500507,8.773972915,0,2,,,,
08:30.5,72.8267,0.13005,3.0210001,9.5089502,9.978150556,0,2,,,,
08:30.7,72.9366,-1.21395,2.9800501,9.0829506,9.636096969,0,2,,,,
08:30.8,73.0466,-0.74700004,1.86405,10.57005,10.75911932,0,2,,,,
08:30.9,73.1566,0.27000001,2.7859502,10.893001,11.24686131,0,2,,,,
08:31.0,73.2679,-0.12705001,2.8129501,10.615951,10.98304355,0,2,,,,
08:31.1,73.3767,0.65100002,2.8150501,10.465051,10.85659249,0,2,,,,
08:31.2,73.4873,0.96495003,3.6439502,8.4870005,9.286478294,0,2,,,,
08:31.3,73.6229,1.57305,4.0080004,10.231951,11.10096279,0,2,,,,
08:31.5,73.7392,3.3880501,3.5020502,8.7379503,10.0047496,0,2,,,,
08:31.6,73.8516,2.9190001,3.1960502,8.6280003,9.65285904,0,2,,,,
08:31.7,73.9704,1.7329501,3.9070501,7.1310005,8.313803261,0,2,,,,
08:31.8,74.0781,0.59805006,4.88205,8.5420504,9.856911337,0,2,,,,
08:31.9,74.1882,2.1379502,5.3419504,11.563951,12.91635505,0,2,,,,
08:32.0,74.2995,2.4640501,1.8430501,13.554001,13.89889635,1,2,,,,
08:32.1,74.4106,1.8150001,2.6470501,8.2780504,8.878469351,0,2,,,,
08:32.2,74.5322,2.73,2.9590502,8.3089504,9.232959159,0,2,,,,
08:32.4,74.6416,4.8559504,4.1749501,8.5129499,10.65273573,0,2,,,,
08:32.5,74.7526,3.9420002,3.9649501,7.1400003,9.068616165,0,2,,,,
08:32.6,74.8752,1.4479501,2.013,8.0869503,8.458575155,0,2,,,,
08:32.7,74.9869,-0.048,2.5780501,8.4910507,8.873927446,0,2,,,,
08:32.8,75.099,-0.73500001,3.5910001,9.5140505,10.19571791,0,2,,,,
08:32.9,75.2266,-1.8700501,5.0160003,10.57995,11.85717877,0,2,,,,
08:33.1,75.3622,-1.1590501,1.74405,16.663052,16.7941183,1,2,,,,
